Station Code,Name Of Monitoring Location,State Name,Temperature (oC) Unnamed: 3_level_1,Temperature (oC) Unnamed: 4_level_1,Dissolved Oxygen (mg/L) > 5.0 mg/ L,Dissolved Oxygen (mg/L) > 5.0 mg/ L.1,pH 6.5 - 8.5,pH 6.5 - 8.5.1,Conductivity (µmhos/cm) Unnamed: 9_level_1,Conductivity (µmhos/cm) Unnamed: 10_level_1,Bio-Chemical Oxygen Demand (mg/L) < 3.0 mg/ L,Bio-Chemical Oxygen Demand (mg/L) < 3.0 mg/ L.1,Nitrate (mg/L) Unnamed: 13_level_1,Nitrate (mg/L) Unnamed: 14_level_1,"Fecal Coliform (MPN/100mL) < 2500 MPN
/ 100 mL","Fecal Coliform (MPN/100mL) < 2500 MPN
/ 100 mL.1",Total Coliform (MPN/100mL) Unnamed: 17_level_1,Total Coliform (MPN/100mL) Unnamed: 18_level_1,"Fecal Streptococci (MPN/100mL) < 500 MPN
/ 100 mL","Fecal Streptococci (MPN/100mL) < 500 MPN
/ 100 mL.1",Temperature AVG,Dissolved Oxygen AVG,pH 6.5 - 8.5 AVG,Conductivity AVG,Bio-Chemical Oxygen Demand AVG,Nitrate AVG,Fecal Coliform AVG,Total Coliform AVG,Fecal Streptococci AVG
4297.0,RIVER          GANGA          AT KACHCHI-DARGAH-,BIHAR,15.0,32.0,5.7,9.6,7.33,8.52,174.0,580.0,1.2,2.8,0.8467035175879397,0.55,4000.0,240000.0,7900.0,350000.0,93.0,3500.0,23.5,7.65,7.925,377.0,2.0,,122000.0,178950.0,1796.5
10122.0,"RIVER GANGA AT TRIVENI GHAT, PATNA",BIHAR,14.0,34.0,6.0,10.0,7.14,8.43,151.0,516.0,1.3,3.0,0.8467035175879397,0.63,1700.0,92000.0,3300.0,160000.0,2.0,5400.0,24.0,8.0,7.785,333.5,2.15,,46850.0,81650.0,2701.0
4301.0,"RIVER          GANGA          AT BAKHTIYARPUR-TAJPUR BRIDGE        ON        GANGA,
ATHMALGOLA, PATNA",BIHAR,9.0,34.0,5.4,12.0,7.12,8.34,185.0,518.0,1.1,2.9,0.8467035175879397,0.52,33.0,54000.0,130.0,160000.0,2.0,1300.0,21.5,8.7,7.73,351.5,2.0,,27016.5,80065.0,651.0
2553.0,"RIVER GANGA AT KEWALA GHAT,FATUHA, PATNA",BIHAR,14.0,34.0,5.8,9.2,7.26,8.3,171.0,509.0,1.3,3.0,0.8467035175879397,0.64,3300.0,350000.0,4900.0,540000.0,14.0,9200.0,24.0,7.5,7.78,340.0,2.15,,176650.0,272450.0,4607.0
3115.0,"RIVER    GANGA    AT    UMA NATH MANDIR,BARH",BIHAR,9.0,34.0,5.6,11.2,7.21,8.48,193.0,445.0,1.1,3.0,0.8467035175879397,0.52,790.0,240000.0,1400.0,350000.0,2.0,3500.0,21.5,8.399999999999999,7.845000000000001,319.0,2.05,,120395.0,175700.0,1751.0
10130.0,"RIVER GANGA U/S OF M/S
NTPC,       BARH       WATER INTAKE POINT, BARH",BIHAR,9.0,34.0,5.5,12.1,7.3,8.47,189.0,511.0,1.1,2.7,0.8467035175879397,0.56,110.0,240000.0,170.0,540000.0,2.0,3500.0,21.5,8.8,7.885,350.0,1.9000000000000001,,120055.0,270085.0,1751.0
1817.0,"RIVER          GANGA          AT MOKAMA                      (U/S),
MAHADEO              ASTHAN,
PATNA",BIHAR,10.0,35.0,5.4,13.1,7.29,8.34,195.0,506.0,1.2,2.7,0.8467035175879397,0.47,2200.0,540000.0,2600.0,920000.0,2.0,3500.0,22.5,9.25,7.8149999999999995,350.5,1.9500000000000002,,271100.0,461300.0,1751.0
1815.0,"RIVER          GANGA          AT MOKAMA      (D/S),     NEAR RAJENDRA        BRIDGE        , SIMIRIYA GHAT",BIHAR,10.0,35.0,5.0,11.2,7.21,8.39,196.0,472.0,1.1,2.9,0.8467035175879397,0.73,170.0,92000.0,260.0,160000.0,2.0,1100.0,22.5,8.1,7.800000000000001,334.0,2.0,,46085.0,80130.0,551.0
3123.0,"RIVER          GANGA          AT BARAHIYA,    NEPALITOLA, MARANCHI, HATHIDAH AT
MOKAMA, PATNA",BIHAR,9.0,37.0,5.1,13.4,7.25,8.23,201.0,515.0,1.4,2.9,0.8467035175879397,0.46,2700.0,240000.0,3400.0,350000.0,6.0,5400.0,23.0,9.25,7.74,358.0,2.15,,121350.0,176700.0,2703.0
3116.0,"RIVER    GANGA    AT     U/S
MUNGER     KASHATHARNI GHAT",BIHAR,10.0,34.0,5.6,11.0,7.1,8.4,189.0,465.0,1.2,2.8,0.8467035175879397,0.54,1700.0,240000.0,2200.0,350000.0,6.0,5400.0,22.0,8.3,7.75,327.0,2.0,,120850.0,176100.0,2703.0
1818.0,"RIVER GANGA AT MUNGER D/S,             CREAMINATION GHAT",BIHAR,9.0,34.0,5.5,10.9,7.03,8.41,190.0,491.0,1.2,2.9,0.8467035175879397,0.59,790.0,350000.0,1100.0,540000.0,4.0,1300.0,21.5,8.2,7.720000000000001,340.5,2.05,,175395.0,270550.0,652.0
3117.0,"RIVER    GANGA    AT     U/S AJGABINATH          MANDIR SULTANGANJ, BHAGALPUR",BIHAR,9.0,32.0,5.6,10.5,7.2,8.3,177.0,485.0,1.3,3.0,0.8467035175879397,0.61,79.0,540000.0,130.0,920000.0,4.0,2400.0,20.5,8.05,7.75,331.0,2.15,,270039.5,460065.0,1202.0
4398.0,"RIVER  GANGA  AT  WATER INTAKE                        POINT,
BHAGALPUR",BIHAR,10.0,33.0,5.5,12.5,7.1,8.5,197.0,967.0,1.1,3.0,0.8467035175879397,0.94,790.0,350000.0,1700.0,540000.0,2.0,1300.0,21.5,9.0,7.8,582.0,2.05,,175395.0,270850.0,651.0
2554.0,"RIVER         GANGA         D/S CREMINATION   GHAT   AT SULTANGANJ, BHAGALPUR",BIHAR,9.0,32.0,5.5,10.0,7.15,8.29,180.0,496.0,1.1,2.8,0.8467035175879397,0.5,17000.0,240000.0,28000.0,540000.0,4.0,9200.0,20.5,7.75,7.72,338.0,1.95,,128500.0,284000.0,4602.0
10138.0,"RIVER          GANGA          AT CHAMPANAGAR, RASIDPUR,  BHAGALPUR",BIHAR,9.0,30.0,5.7,11.0,7.0,8.58,223.0,471.0,1.1,2.9,0.8467035175879397,0.41,7.0,92000.0,11.0,160000.0,2.0,920.0,19.5,8.35,7.79,347.0,2.0,,46003.5,80005.5,461.0
1819.0,"RIVER          GANGA          AT BHAGALPUR,  OPP.  KUPPA GHAT",BIHAR,9.0,33.0,5.6,10.1,7.1,8.29,199.0,456.0,1.1,2.9,0.8467035175879397,0.6,1300.0,350000.0,1700.0,920000.0,2.0,400.0,21.0,7.85,7.694999999999999,327.5,2.0,,175650.0,460850.0,201.0
3118.0,"RIVER    GANGA    AT    D/S
BHAGALPUR                 NEAR BARARIGHAT",BIHAR,15.0,33.0,5.3,10.5,7.1,8.33,190.0,654.0,1.4,3.0,0.8467035175879397,0.6,1300.0,350000.0,2400.0,540000.0,7.0,5400.0,24.0,7.9,7.715,422.0,2.2,,175650.0,271200.0,2703.5
1816.0,"RIVER   GANGA,   JHAJGHAT AT KAHALGAON",BIHAR,10.0,30.0,5.6,10.9,7.0,8.1,179.0,460.0,1.2,2.9,0.8467035175879397,0.47,1700.0,240000.0,2100.0,540000.0,2.0,2400.0,20.0,8.25,7.55,319.5,2.05,,120850.0,271050.0,1201.0
10143.0,"RIVER   GANGA   D/S   NEAR CREMATION                GHAT, KHALGOAN",BIHAR,10.0,33.0,5.2,11.1,7.2,8.2,183.0,474.0,1.2,3.2,0.8467035175879397,0.38,1100.0,540000.0,2200.0,920000.0,4.0,1700.0,21.5,8.15,7.699999999999999,328.5,2.2,,270550.0,461100.0,852.0
10144.0,RIVER   GANGA   U/S   NEAR LCT GHAT,JHARKHAND,15.0,36.0,1.2,7.3,7.4,7.6,102.0,316.0,1.1,1.4,0.8467035175879397,3.4825616131441373,3228.7836567164177,40654.51528089888,5490.1059377262845,126361.17211328977,217.50874751491057,914.7807157057653,25.5,4.25,7.5,209.0,1.25,,,,
10145.0,RIVER   GANGA   D/S   NEAR JANTA GHAT,JHARKHAND,15.0,36.0,6.7,7.2,7.4,7.6,106.0,316.0,1.1,1.6,0.8467035175879397,3.4825616131441373,3228.7836567164177,40654.51528089888,5490.1059377262845,126361.17211328977,217.50874751491057,914.7807157057653,25.5,6.95,7.5,211.0,1.35,,,,
10146.0,RIVER   GANGA   AT   SANGI DALAN,JHARKHAND,14.0,36.0,6.6,7.3,7.4,7.6,110.0,316.0,1.1,1.4,0.8467035175879397,3.4825616131441373,3228.7836567164177,40654.51528089888,5490.1059377262845,126361.17211328977,217.50874751491057,914.7807157057653,25.0,6.949999999999999,7.5,213.0,1.25,,,,
1059.0,"RIVER          GANGA          AT RAJMAHAL, BIHAR",JHARKHAND,15.0,36.0,6.6,7.3,7.5,7.6,104.0,340.0,1.1,1.4,0.8467035175879397,3.4825616131441373,3228.7836567164177,40654.51528089888,5490.1059377262845,126361.17211328977,217.50874751491057,914.7807157057653,25.5,6.949999999999999,7.55,222.0,1.25,,,,
1080.0,"RIVER          GANGA          AT BAHARAMPORE, MURSHIDABAD,          WEST BENGAL",WEST BENGAL,16.0,35.0,5.7,8.9,7.82,8.24,222.0,466.0,1.1,3.1,0.32,0.89,17000.0,240000.0,33000.0,350000.0,330.0,5400.0,25.5,7.300000000000001,8.030000000000001,344.0,2.1,0.605,128500.0,191500.0,2865.0
10159.0,"RIVER          GANGA          AT
BEHRAMPORE(KHAGRA), MURSHIDABAD",WEST BENGAL,16.0,35.0,6.0,9.0,7.78,8.36,218.0,465.0,1.1,2.9,0.32,0.76,490.0,24000.0,1100.0,35000.0,23.0,790.0,25.5,7.5,8.07,341.5,2.0,0.54,12245.0,18050.0,406.5
10160.0,"RIVER          GANGA          AT BEHRAMPORE,          (GORA
BAZAR),MURSHIDABAD",WEST BENGAL,16.0,35.0,6.0,8.8,7.69,8.2,225.0,464.0,1.1,3.0,0.32,0.86,3300.0,49000.0,7000.0,79000.0,110.0,1700.0,25.5,7.4,7.945,344.5,2.05,0.59,26150.0,43000.0,905.0
2506.0,"RIVER TRIBENI ON GANGA, NEAR     BURNING     GHAT, HOOGHLY",WEST BENGAL,20.0,35.0,5.1,9.1,7.6,8.51,236.0,495.0,1.4,3.2,0.32,0.72,1100.0,23000.0,1700.0,33000.0,70.0,2400.0,27.5,7.1,8.055,365.5,2.3,0.52,12050.0,17350.0,1235.0
2511.0,"RIVER        NABADIP        ON GANGA,             GHOSHPARA NEAR
MONIPURGHAT,NADIA",WEST BENGAL,19.0,34.0,5.5,9.0,7.78,8.38,212.0,456.0,1.4,3.1,0.32,0.99,790.0,130000.0,2200.0,240000.0,21.0,2400.0,26.5,7.25,8.08,334.0,2.25,0.655,65395.0,121100.0,1210.5
10161.0,"RIVER  GANGA  AT  PALTA, SHITALTALA,",WEST BENGAL,18.0,32.5,4.8,8.7,7.62,8.36,219.0,519.0,1.2,4.8,0.32,0.74,7900.0,350000.0,13000.0,540000.0,490.0,5400.0,25.25,6.75,7.99,369.0,3.0,0.53,178950.0,276500.0,2945.0
1054.0,"RIVER  GANGA  AT   PALTA
WEST BENGAL",WEST BENGAL,18.0,36.0,5.1,8.6,7.79,8.4,223.0,471.0,1.2,3.0,0.32,0.7,6800.0,79000.0,17000.0,130000.0,700.0,2400.0,27.0,6.85,8.095,347.0,2.1,0.51,42900.0,73500.0,1550.0
1472.0,"RIVER          GANGA          AT SERAMPORE, HOOGHLY,WEST BENGAL",WEST BENGAL,18.0,36.0,5.0,8.7,7.2,8.41,223.0,4203.0,1.2,3.0,0.32,0.85,4600.0,49000.0,7000.0,79000.0,330.0,1700.0,27.0,6.85,7.805,2213.0,2.1,0.585,26800.0,43000.0,1015.0
1053.0,"RIVER          GANGA          AT DAKSHMINESHWAR, KOLKATA, WEST BENGAL",WEST BENGAL,19.0,34.0,5.0,7.8,6.81,7.96,221.0,493.0,2.0,4.1,0.32,1.78,33000.0,170000.0,79000.0,240000.0,170.0,680.0,26.5,6.4,7.385,357.0,3.05,1.05,101500.0,159500.0,425.0
1471.0,"RIVER          GANGA          AT HOWRAH-SHIVPUR   WEST
BENGAL",WEST BENGAL,21.0,33.0,5.2,7.7,7.02,7.96,232.0,467.0,2.1,4.0,0.34,2.21,23000.0,79000.0,43000.0,140000.0,130.0,790.0,27.0,6.45,7.49,349.5,3.05,1.275,51000.0,91500.0,460.0
1470.0,"RIVER GANGA AT GARDEN REACH,   KOLKATA,   WEST BENGAL",WEST BENGAL,21.0,33.0,5.0,7.7,7.03,7.88,234.0,468.0,2.0,4.3,0.36,2.02,23000.0,130000.0,49000.0,240000.0,210.0,490.0,27.0,6.35,7.455,351.0,3.15,1.19,76500.0,144500.0,350.0
1052.0,"RIVER          GANGA          AT ULUBERIA                               ,
HOWRAH,WEST BENGAL",WEST BENGAL,20.0,34.0,5.0,7.3,6.95,7.91,250.0,488.0,2.0,4.9,0.4,1.79,13000.0,33000.0,23000.0,70000.0,78.0,240.0,27.0,6.15,7.43,369.0,3.45,1.095,23000.0,46500.0,159.0
1335.0,RIVER          GANGA          AT PATIKALI    NEAR    DURGA CHAK WEST BENGAL,WEST BENGAL,20.0,34.0,5.2,7.6,7.21,8.67,471.0,15488.0,1.1,2.9,0.32,6.19,7900.0,22000.0,12000.0,35000.0,140.0,1300.0,27.0,6.4,7.9399999999999995,7979.5,2.0,3.2550000000000003,14950.0,23500.0,720.0
1469.0,"RIVER          GANGA          AT DIAMOND   HARBOUR,   24 PARGANAS              (S)WEST BENGAL",WEST BENGAL,19.0,33.0,5.3,7.0,6.93,7.98,310.0,3491.0,2.0,3.7,0.56,1.61,2300.0,11000.0,7800.0,13000.0,13.0,130.0,26.0,6.15,7.455,1900.5,2.85,1.085,6650.0,10400.0,71.5
5162.0,"RIVER          GANGA          AT FARAKKA, MUSHIDABAD",WEST BENGAL,15.0,35.0,5.3,9.4,7.82,8.3,210.0,465.0,1.1,2.9,0.32,0.63,78.0,4900.0,130.0,7900.0,9.0,330.0,25.0,7.35,8.06,337.5,2.0,0.475,2489.0,4015.0,169.5
1492.0,RIVER YAMUNA AT YAMUNOTRI,UTTARAKHAND,3.0,3.0,10.4,10.4,7.21,7.21,62.0,62.0,2.6562455892731127,6.435890218156228,0.32,0.32,3228.7836567164177,40654.51528089888,5490.1059377262845,126361.17211328977,217.50874751491057,914.7807157057653,3.0,10.4,7.21,62.0,,0.32,,,
1493.0,"RIVER YAMUNA AT
HANUMANCHATTI",UTTARAKHAND,15.0,15.0,10.2,10.2,7.28,7.28,92.0,92.0,2.6562455892731127,6.435890218156228,0.32,0.32,3228.7836567164177,40654.51528089888,5490.1059377262845,126361.17211328977,217.50874751491057,914.7807157057653,15.0,10.2,7.28,92.0,,0.32,,,
1494.0,RIVER YAMUNA AT U/S OF LAKHWAR DAM,UTTARAKHAND,10.0,25.0,9.6,10.8,7.15,8.2,131.0,224.0,2.6562455892731127,6.435890218156228,0.32,0.36,3228.7836567164177,2.0,5490.1059377262845,2.0,217.50874751491057,914.7807157057653,17.5,10.2,7.675,177.5,,0.33999999999999997,,,
1490.0,"RIVER YAMUNA AT U/S
DAKPATHER, DEHRADUN",UTTARAKHAND,13.0,25.0,9.4,10.4,7.17,8.12,76.0,209.0,2.6562455892731127,6.435890218156228,0.32,0.38,22.0,49.0,46.0,94.0,5.0,9.0,19.0,9.9,7.645,142.5,,0.35,35.5,70.0,7.0
1553.0,RIVER YAMUNA U/S PAONTA SAHIB,HIMACHAL PRADESH,20.0,25.0,7.4,8.4,7.57,8.34,201.0,898.0,2.6562455892731127,2.0,0.32,1.36,17.0,70.0,94.0,280.0,217.50874751491057,914.7807157057653,22.5,7.9,7.955,549.5,,0.8400000000000001,43.5,187.0,
1554.0,"RIVER YAMUNA D/S
PAONTA SAHIB","HIMACHAL
PRADESH",17.0,24.0,7.4,8.3,7.7,8.33,278.0,488.0,1.2,2.8,0.32,1.38,25.0,170.0,170.0,430.0,217.50874751491057,914.7807157057653,20.5,7.8500000000000005,8.015,383.0,2.0,0.85,97.5,300.0,
4439.0,RIVER YAMUNA U/S SUN PHARMACEUTICALS,HIMACHAL PRADESH,18.0,25.0,7.4,8.4,7.79,8.32,284.0,646.0,2.6562455892731127,2.5,0.32,0.99,20.0,46.0,140.0,350.0,217.50874751491057,914.7807157057653,21.5,7.9,8.055,465.0,,0.655,33.0,245.0,
4440.0,RIVER YAMUNA D/S SUN PHARMACEUTICALS,HIMACHAL PRADESH,17.0,25.0,7.3,8.2,7.6,8.36,214.0,482.0,1.4,2.7,0.32,1.02,22.0,170.0,170.0,430.0,217.50874751491057,914.7807157057653,21.0,7.75,7.9799999999999995,348.0,2.05,0.67,96.0,300.0,
1117.0,"RIVER YAMUNA AT HATHNIKUND, YAMUNANAGAR",HARYANA,18.263057742782152,28.190426229508198,5.2,7.1,7.08,8.02,210.0,307.0,1.6,4.6,0.8467035175879397,3.4825616131441373,1300.0,5800.0,100.0,17500.0,217.50874751491057,914.7807157057653,,6.15,7.55,258.5,3.0999999999999996,,3550.0,8800.0,
1496.0,"RIVER YAMUNA AT
KALANAUR, YAMUNA NAGAR",HARYANA,18.263057742782152,28.190426229508198,5.9,7.1,7.13,7.81,170.0,308.0,2.4,5.8,0.8467035175879397,3.4825616131441373,400.0,6300.0,100.0,21200.0,217.50874751491057,914.7807157057653,,6.5,7.47,239.0,4.1,,3350.0,10650.0,
4914.0,"RIVER YAMUNA AT MANGLAURA, KARNAL",HARYANA,18.263057742782152,28.190426229508198,6.0,8.5,6.85,8.07,267.0,330.0,2.4,5.2,0.8467035175879397,3.4825616131441373,200.0,7600.0,600.0,22300.0,217.50874751491057,914.7807157057653,,7.25,7.46,298.5,3.8,,3900.0,11450.0,
10004.0,RIVER YAMUNA AT KHOJKIPUR PANIPAT,HARYANA,18.263057742782152,28.190426229508198,6.7,7.8,7.2,7.7,418.0,827.0,1.8,16.0,0.8467035175879397,3.4825616131441373,100.0,3900.0,400.0,17300.0,217.50874751491057,914.7807157057653,,7.25,7.45,622.5,8.9,,2000.0,8850.0,
1119.0,RIVER YAMUNA AT SONEPAT,HARYANA,18.263057742782152,28.190426229508198,7.0,7.0,7.81,7.81,282.0,282.0,3.2,3.2,0.8467035175879397,3.4825616131441373,100.0,100.0,600.0,600.0,217.50874751491057,914.7807157057653,,7.0,7.81,282.0,3.2,,100.0,600.0,
1497.0,"RIVER YAMUNA AT RAHIMPUR KA NAGLA, NEAR FLYOVER BRIDGE (MAZAWALI) HARYANA",HARYANA,29.0,29.0,9.4,9.4,7.1,7.1,870.0,870.0,19.0,19.0,1.4,1.4,2100.0,2100.0,8000.0,8000.0,900.0,900.0,29.0,9.4,7.1,870.0,19.0,1.4,2100.0,8000.0,900.0
1120.0,"RIVER YAMUNA AT PALLA, DELHI",DELHI,18.263057742782152,28.190426229508198,8.0,10.0,6.58,7.6,321.3977196512408,1421.9812080536913,1.5,2.8,0.8467035175879397,3.4825616131441373,1000.0,1400.0,5490.1059377262845,126361.17211328977,217.50874751491057,914.7807157057653,,9.0,7.09,,2.15,,1200.0,,
5098.0,RIVER YAMUNA AT WAZIRABAD,DELHI,18.263057742782152,28.190426229508198,5.0,6.8,7.21,7.65,321.3977196512408,1421.9812080536913,7.0,10.0,0.8467035175879397,3.4825616131441373,2600.0,27000.0,5490.1059377262845,126361.17211328977,217.50874751491057,914.7807157057653,,5.9,7.43,,8.5,,14800.0,,
1121.0,"RIVER YAMUNA AT NIZAMUDDIN, DELHI",DELHI,18.263057742782152,28.190426229508198,5.738307493540052,7.900839251129761,7.09,7.56,321.3977196512408,1421.9812080536913,40.0,66.0,0.8467035175879397,3.4825616131441373,38000.0,400000.0,5490.1059377262845,126361.17211328977,217.50874751491057,914.7807157057653,,,7.324999999999999,,53.0,,219000.0,,
5099.0,RIVER YAMUNA AT ISBT BRIDGE,DELHI,18.263057742782152,28.190426229508198,5.738307493540052,7.900839251129761,6.85,7.45,321.3977196512408,1421.9812080536913,42.0,60.0,0.8467035175879397,3.4825616131441373,63000.0,310000.0,5490.1059377262845,126361.17211328977,217.50874751491057,914.7807157057653,,,7.15,,51.0,,186500.0,,
5100.0,RIVER YAMUNA AT ITO BRIDGE,DELHI,18.263057742782152,28.190426229508198,5.738307493540052,0.8,6.68,7.33,321.3977196512408,1421.9812080536913,42.0,62.0,0.8467035175879397,3.4825616131441373,200000.0,340000.0,5490.1059377262845,126361.17211328977,217.50874751491057,914.7807157057653,,,7.005,,52.0,,270000.0,,
1375.0,"RIVER YAMUNA AT OKHLA BRIDGE (INLET OF AGRA CANAL), DELHI",DELHI,18.263057742782152,28.190426229508198,5.738307493540052,7.900839251129761,6.84,7.48,321.3977196512408,1421.9812080536913,52.0,76.0,0.8467035175879397,3.4825616131441373,550000.0,840000.0,5490.1059377262845,126361.17211328977,217.50874751491057,914.7807157057653,,,7.16,,64.0,,695000.0,,
1812.0,"RIVER YAMUNA AT OKHLA AFTER MEETING OF SHAHDARA DRAIN,
DELHI",DELHI,18.263057742782152,28.190426229508198,5.738307493540052,7.900839251129761,6.43,7.53,321.3977196512408,1421.9812080536913,60.0,83.0,0.8467035175879397,3.4825616131441373,600000.0,840000.0,5490.1059377262845,126361.17211328977,217.50874751491057,914.7807157057653,,,6.98,,71.5,,720000.0,,
2493.0,RIVER YAMUNA AT SHAHPUR,UTTAR PRADESH,12.0,31.0,3.6,6.8,7.1,8.2,321.3977196512408,1421.9812080536913,8.6,15.4,0.8467035175879397,3.4825616131441373,21000.0,70000.0,63000.0,150000.0,217.50874751491057,914.7807157057653,21.5,5.2,7.6499999999999995,,12.0,,45500.0,106500.0,
2495.0,"RIVER YAMUNA AT KESIGHAT, VRINDAVAN",UTTAR PRADESH,12.0,30.0,4.4,7.4,7.2,8.1,321.3977196512408,1421.9812080536913,7.2,12.8,0.8467035175879397,3.4825616131441373,22000.0,39000.0,70000.0,94000.0,217.50874751491057,914.7807157057653,21.0,5.9,7.65,,10.0,,30500.0,82000.0,
1123.0,"RIVER YAMUNA AT MATHURA U/S ,NEAR GAUGHAT U.P.",UTTAR PRADESH,12.0,31.0,4.4,7.2,7.1,8.0,321.3977196512408,1421.9812080536913,8.0,14.4,0.8467035175879397,3.4825616131441373,13000.0,49000.0,49000.0,110000.0,217.50874751491057,914.7807157057653,21.5,5.800000000000001,7.55,,11.2,,31000.0,79500.0,
2494.0,"RIVER YAMUNA AT VISHRAMGHAT, MATHURA",UTTAR PRADESH,12.0,31.0,4.2,6.8,7.3,8.1,321.3977196512408,1421.9812080536913,8.2,15.6,0.8467035175879397,3.4825616131441373,17000.0,63000.0,63000.0,120000.0,217.50874751491057,914.7807157057653,21.5,5.5,7.699999999999999,,11.899999999999999,,40000.0,91500.0,
1124.0,"RIVER YAMUNA AT
MATHURA D/S , NEAR SHAMSHAN GHAT U.P.",UTTAR PRADESH,12.0,31.0,4.2,6.6,7.2,8.2,321.3977196512408,1421.9812080536913,8.6,16.0,0.8467035175879397,3.4825616131441373,22000.0,58000.0,79000.0,140000.0,217.50874751491057,914.7807157057653,21.5,5.4,7.699999999999999,,12.3,,40000.0,109500.0,
1125.0,"RIVER YAMUNA AT AGRA U/S, U.P.(KAILASH GHAT)",UTTAR PRADESH,20.0,31.0,6.0,8.6,7.0,7.68,420.0,1421.9812080536913,7.2,10.4,0.8467035175879397,3.4825616131441373,6800.0,14000.0,11000.0,28000.0,217.50874751491057,914.7807157057653,25.5,7.3,7.34,,8.8,,10400.0,19500.0,
1126.0,"RIVER YAMUNA AT D/S
OF AGRA, U.P.",UTTAR PRADESH,20.0,31.0,5.3,7.3,6.7,7.9,450.0,1421.9812080536913,8.0,12.8,0.8467035175879397,3.4825616131441373,14000.0,50000.0,32000.0,80000.0,217.50874751491057,914.7807157057653,25.5,6.3,7.300000000000001,,10.4,,32000.0,56000.0,
1498.0,"RIVER YAMUNA AT BATESWAR, U.P",UTTAR PRADESH,20.0,30.0,6.0,8.6,7.2,7.8,632.0,1421.9812080536913,7.6,9.6,0.8467035175879397,3.4825616131441373,8000.0,22000.0,17000.0,34000.0,217.50874751491057,914.7807157057653,25.0,7.3,7.5,,8.6,,15000.0,25500.0,
1127.0,"RIVER YAMUNA AT
ETAWAH, U.P.",UTTAR PRADESH,18.2,36.8,5.2,6.2,7.6,7.9,610.0,1532.0,5.7,18.0,0.8467035175879397,3.4825616131441373,11000.0,28000.0,28000.0,92000.0,217.50874751491057,914.7807157057653,27.5,5.7,7.75,1071.0,11.85,,19500.0,60000.0,
1499.0,"RIVER YAMUNA AT JUHIKA B/C WITH
CHANBAL, ETAWAH, U.P",UTTAR PRADESH,19.7,36.7,5.8,7.5,7.3,8.2,361.0,1056.0,4.6,12.4,0.8467035175879397,3.4825616131441373,940.0,11000.0,9200.0,28000.0,217.50874751491057,914.7807157057653,28.200000000000003,6.65,7.75,708.5,8.5,,5970.0,18600.0,
2283.0,"RIVER YAMUNA AT
HAMIRPUR",UTTAR PRADESH,22.8,30.0,6.1,6.8,7.1,7.85,810.0,990.0,3.4,5.8,0.8467035175879397,3.4825616131441373,3228.7836567164177,40654.51528089888,5490.1059377262845,126361.17211328977,217.50874751491057,914.7807157057653,26.4,6.449999999999999,7.475,900.0,4.6,,,,
1069.0,"RIVER  YAMUNA  AT PRAYAGRAJ D/S (BALUA GHAT), U.P.",UTTAR PRADESH,19.0,32.0,6.5,8.8,7.5,8.3,365.0,456.0,2.5,2.8,0.52,0.59,400.0,680.0,1200.0,1700.0,217.50874751491057,914.7807157057653,25.5,7.65,7.9,410.5,2.65,0.5549999999999999,540.0,1450.0,
1510.0,RIVER       TONS       AT       TIUNI (HIMACHAL PRADESH/UTTRA KHAND BORDER),HIMACHAL PRADESH,8.0,24.0,7.1,9.0,7.52,8.14,55.0,1000.0,2.6562455892731127,6.435890218156228,0.37,1.9,2.0,33.0,7.8,920.0,217.50874751491057,914.7807157057653,16.0,8.05,7.83,527.5,,1.135,17.5,463.9,
30023.0,RIVER    TONS    AT    HARIPUR (U.K.),UTTARAKHAND,14.0,23.5,8.7,9.4,8.1,8.5,158.0,290.0,1.3,1.3,0.32,0.52,4.0,21000.0,13.0,79000.0,2.0,2.0,18.75,9.05,8.3,224.0,1.3,0.42000000000000004,10502.0,39506.5,2.0
4027.0,RIVER    GIRI    D/S    RAJGARH TOWN,HIMACHAL PRADESH,21.0,26.0,7.5,8.3,7.55,8.27,277.0,557.0,1.2,2.0,0.32,1.19,26.0,40.0,130.0,210.0,217.50874751491057,914.7807157057653,23.5,7.9,7.91,417.0,1.6,0.755,33.0,170.0,
4028.0,"RIVER   GIRI   D/S   KALGIDHAR TRUST, BARU SAHIB",HIMACHAL PRADESH,20.0,27.0,7.4,8.2,7.79,8.25,275.0,687.0,1.2,1.9,0.32,1.23,26.0,39.0,130.0,280.0,217.50874751491057,914.7807157057653,23.5,7.8,8.02,481.0,1.5499999999999998,0.775,32.5,205.0,
4427.0,RIVER GIRI U/S CHAILLA,HIMACHAL PRADESH,7.0,23.0,7.0,8.6,7.23,8.18,61.0,1553.0,2.6562455892731127,6.435890218156228,0.37,2.36,4.0,17.0,6.8,1600.0,217.50874751491057,914.7807157057653,15.0,7.8,7.705,807.0,,1.365,10.5,803.4,
2621.0,RIVER         GIRI         AT         D/S YASHWANT     NAGAR     AFTER CONF.  WITH  ASHWANI  KHAD AT YASHWANT NAGAR-  NEAR SHANI MANDIR,HIMACHAL PRADESH,8.0,16.0,6.9,8.6,7.54,8.3,181.0,646.0,1.2,16.0,1.01,12.12,2.0,1600.0,26.0,1600.0,217.50874751491057,914.7807157057653,12.0,7.75,7.92,413.5,8.6,6.5649999999999995,801.0,813.0,
